year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2009,The Messenger,tt0790712,R,113,Drama|Romance|War,7.2,77,An American soldier struggles with an ethical dilemma when he becomes involved with a widow of a fallen officer.,30267,70000,2009-12-04,92,216,4366,0,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,2,Best Original Screenplay|Best Performance by an Actor in a Supporting Role,0,,1,Best Performance by an Actor in a Supporting Role in a Motion Picture,0,,0,,0,,1,Outstanding Performance by a Male Actor in a Supporting Role,0,,2,Best Supporting Actress|Best Supporting Actor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Best First Feature|Best Supporting Actor|Best Actor,0,,1,Best Supporting Actor,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Film,0,,1,Best Supporting Actor,0,,0,,0,,0,,0,,0,,2009,12,4,5
2012,Jack Reacher,tt0790724,PG-13,130,Action|Crime|Mystery,7.0,50,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,241427,58680000,2012-12-21,462,390,304,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2012,12,21,5
2007,Death at a Funeral,tt0795368,R,87,Comedy,7.4,67,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,92007,8580000,2007-09-07,201,166,1698,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2007,9,7,5
2008,Mamma Mia!,tt0795421,PG-13,108,Comedy|Family|Musical,6.3,51,The story of a bride-to-be trying to find her real father told using hit songs by the popular '70s group ABBA.,149917,143700000,2008-07-18,615,237,911,1,12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,2,Best Performance by an Actress in a Motion Picture - Comedy or Musical|Best Motion Picture - Comedy or Musical,0,,3,||,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Contemporary Film,0,,2,"Best Music, Adapted Song|Best Music, Adapted Song",0,,0,,1,Favorite Song from a Soundtrack,3,Favorite Cast|Favorite Movie Comedy|Favorite Song from a Soundtrack,0,,0,,0,,1,Best Edited Feature Film (Comedy or Musical),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,7,18,5
2009,Star Trek,tt0796366,PG-13,127,Action|Adventure|Sci-Fi,8.0,82,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,519255,257700000,2009-05-08,1568,525,470,3,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,Best Achievement in Visual Effects|Best Achievement in Sound Editing|Best Achievement in Sound Mixing|Best Achievement in Makeup,0,,0,,0,,2,Best Special Visual Effects|Best Sound,1,Outstanding Performance by a Stunt Ensemble in a Motion Picture,1,Outstanding Performance by a Stunt Ensemble in a Motion Picture,0,,5,Best Acting Ensemble|Best Action Movie|Best Visual Effects|Best Sound|Best Makeup,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Fantasy Film,0,,1,Best Adapted Screenplay,0,,1,Excellence in Fantasy Film,0,,3,Best Visual Effects|Best Sound Effects Editing|Best Makeup and Hairstyling,0,,1,Best Original Score,0,,1,Favorite Movie,0,,0,,0,,1,Best Edited Feature Film (Dramatic),0,,0,,0,,1,Best Film,1,Best Acting Ensemble,2,Best Picture|Best Acting Ensemble,1,Best Ensemble Cast,1,Best Ensemble Cast,0,,0,,0,,0,,2009,5,8,5
2008,Forgetting Sarah Marshall,tt0800039,R,111,Comedy|Drama|Romance,7.2,67,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",222870,62880000,2008-04-18,326,253,508,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Comedy Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,"Best Music, Original Song|Best First Feature",0,,1,Best Breakthrough Performance,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,4,18,5
2008,The Incredible Hulk,tt0800080,PG-13,112,Action|Adventure|Sci-Fi,6.8,61,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he emerges whenever he loses his temper. However, Banner then must fight a soldier who unleashes himself as a threat stronger than he.",335623,134520000,2008-06-13,652,358,1226,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,6,13,5
2010,Clash of the Titans,tt0800320,PG-13,106,Action|Adventure|Fantasy,5.8,39,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",234476,163190000,2010-04-02,639,343,908,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,4,2,5
2011,Thor,tt0800369,PG-13,115,Action|Adventure|Fantasy,7.0,57,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",556147,181020000,2011-05-06,746,520,634,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Fantasy Film,0,,0,,0,,0,,0,,1,Favorite Action Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2011,5,6,5
2007,Lars and the Real Girl,tt0805564,PG-13,106,Comedy|Drama|Romance,7.4,70,A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.,118030,5950000,2007-11-02,300,227,1285,0,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Best Original Screenplay,0,,1,Best Performance by an Actor in a Motion Picture - Comedy or Musical,0,,0,,0,,1,Outstanding Performance by a Male Actor in a Leading Role,0,,2,Best Writer|Best Actor,0,,0,,0,,0,,0,,0,,0,,1,Best Original Screenplay,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2007,11,2,5
2009,Angels & Demons,tt0808151,PG-13,138,Mystery|Thriller,6.7,48,Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.,221001,133380000,2009-05-15,450,305,1202,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Contemporary Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,5,15,5
2007,Funny Games,tt0808279,R,111,Crime|Drama|Horror,6.5,44,Two psychopathic young men take a family hostage in their cabin.,71967,1290000,2008-04-04,450,250,1212,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,4,4,5
2007,Persepolis,tt0808417,PG-13,96,Animation|Biography|Drama,8.1,90,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,72868,4440000,2008-02-22,160,240,4625,2,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature Film of the Year,0,,1,Best Foreign Language Film,0,,2,Best Animated Film|Best Film Not in the English Language,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Best Foreign Language Film|Best First Feature|Best Animated Picture,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Film,1,Best Animated Film,1,Best Animation,1,Best Animation,2008,2,22,5
2009,Bright Star,tt0810784,PG,119,Biography|Drama|Romance,7.0,81,The three-year romance between 19th-century poet John Keats and Fanny Brawne near the end of his life.,21885,4440000,2009-10-09,111,224,,1,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Costume Design,0,,0,,0,,1,Best Costume Design,0,,0,,0,,1,Best Costume Design,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Costume Design,1,Best Costume Design,0,,0,,0,,0,,0,,2,British Film of the Year|Actress of the Year,0,,0,,0,,0,,0,,0,,0,,1,Best Actress,0,,0,,0,,0,,0,,0,,2009,10,9,5
2015,The Danish Girl,tt0810819,R,119,Biography|Drama|Romance,7.0,66,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,100926,12710000,2016-01-22,211,324,263,6,25,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,4,Best Achievement in Production Design|Best Achievement in Costume Design|Best Performance by an Actor in a Leading Role|Best Performance by an Actress in a Supporting Role,0,,3,Best Original Score - Motion Picture|Best Performance by an Actress in a Motion Picture - Drama|Best Performance by an Actor in a Motion Picture - Drama,0,,5,Best Makeup and Hair|Best Costume Design|Best Leading Actress|Best Leading Actor|,1,Outstanding Performance by a Female Actor in a Supporting Role,2,Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Female Actor in a Supporting Role,1,Best Supporting Actress,5,Best Hair & Makeup|Best Costume Design|Best Art Direction|Best Actor|Best Supporting Actress,0,,0,,0,,0,,0,,1,Period Film,0,,0,,1,Excellence in Period Film,1,Excellence in Period Film,0,,3,Best Makeup and Hairstyling|Best Costume Design|Best Actor,0,,1,Best Supporting Actress,0,,0,,0,,0,,0,,0,,3,Composer of the Year|Director of the Year|Breakthrough Actress,3,Composer of the Year|Director of the Year|Breakthrough Actress,0,,0,,0,,1,Best Actress,0,,0,,0,,0,,0,,0,,2016,1,22,5
2007,The Counterfeiters,tt0813547,R,98,Crime|Drama|War,7.6,78,"The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during WWII.",37554,5480000,2008-04-18,120,163,,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,4,18,5
2010,Percy Jackson & the Olympians: The Lightning Thief,tt0814255,PG,118,Adventure|Family|Fantasy,5.9,47,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,145732,88760000,2010-02-12,422,218,882,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,2,12,5
2008,Seven Pounds,tt0814314,PG-13,123,Drama|Romance,7.7,36,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,240100,69950000,2008-12-19,608,201,1660,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,12,19,5
2013,The Book Thief,tt0816442,PG-13,131,Drama|War,7.6,53,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.",103864,21480000,2013-11-27,239,253,2111,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Achievement in Music Written for Motion Pictures, Original Score",0,,1,Best Original Score - Motion Picture,0,,0,,0,,0,,0,,1,Best Young Actor/Actress,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Youth Performance,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2013,11,27,3
2011,Conan the Barbarian,tt0816462,R,113,Action|Adventure|Fantasy,5.2,36,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,83921,21270000,2011-08-19,323,313,1576,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2011,8,19,5
2014,Interstellar,tt0816692,PG-13,169,Adventure|Drama|Sci-Fi,8.6,74,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,996629,187990000,2014-11-07,2803,722,103,3,24,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,"Best Achievement in Production Design|Best Achievement in Sound Editing|Best Achievement in Sound Mixing|Best Achievement in Music Written for Motion Pictures, Original Score|Best Achievement in Visual Effects",0,,1,Best Original Score - Motion Picture,1,Best Special Visual Effects,4,Best Production Design|Best Original Music|Best Cinematography|Best Special Visual Effects,0,,0,,2,Best Sci-Fi/Horror Movie|,8,Best Score|Best Visual Effects|Best Editing|Best Art Direction|Best Cinematography|Best Young Actor/Actress|Best Sci-Fi/Horror Movie|,0,,0,,0,,0,,0,,1,Fantasy Film,0,,0,,0,,1,Excellence in Contemporary Film,0,,6,"Best Movie Trailer|Best Visual Effects|Best Sound Effects Editing|Best Sound Mixing|Best Cinematography|Best Music, Original Score",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Best Director|Best Science-Fiction/Horror Film|Best Cinematography,0,,0,,0,,0,,0,,0,,2014,11,7,5
2013,World War Z,tt0816711,PG-13,116,Action|Adventure|Horror,7.0,63,"Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",481888,202350000,2013-06-21,1001,656,804,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Sci-Fi/Horror Movie|Best Actor in an Action Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Action Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2013,6,21,5
2010,Valentine's Day,tt0817230,PG-13,125,Comedy|Romance,5.7,34,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,97522,110480000,2010-02-12,213,186,1105,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Comedy Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,2,12,5
2007,Shooter,tt0822854,R,124,Action|Crime|Drama,7.2,53,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.",263555,46980000,2007-03-23,343,196,511,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2007,3,23,5
2008,Changeling,tt0824747,R,141,Biography|Crime|Drama,7.8,63,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",203702,35710000,2008-10-31,390,263,1639,0,20,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,3,Best Achievement in Art Direction|Best Achievement in Cinematography|Best Performance by an Actress in a Leading Role,0,,2,Best Original Score - Motion Picture|Best Performance by an Actress in a Motion Picture - Drama,0,,8,Best Director|Best Sound|Best Costume Design|Best Production Design|Best Editing|Best Cinematography|Best Leading Actress|Best Screenplay - Original,0,,1,Outstanding Performance by a Female Actor in a Leading Role,0,,3,Best Composer|Best Actress|Best Picture,0,,0,,0,,0,,0,,1,Period Film,0,,0,,0,,1,Excellence in Period Film,0,,2,Best Costume Design|Best Production Design,0,,0,,0,,0,,0,,2,Actress of the Year|Director of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,10,31,5
2009,The Last Station,tt0824758,R,112,Biography|Drama|Romance,7.0,76,A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things.,15690,6620000,2010-02-26,82,183,,0,5,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,2,Best Performance by an Actor in a Supporting Role|Best Performance by an Actress in a Leading Role,0,,2,Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Performance by an Actress in a Motion Picture - Drama,0,,0,,0,,2,Outstanding Performance by a Male Actor in a Supporting Role|Outstanding Performance by a Female Actor in a Leading Role,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,British Actress of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,2,26,5
2007,Superbad,tt0829482,R,113,Comedy,7.6,76,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,433124,121460000,2007-08-17,560,257,373,0,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Comedy Movie|Best Young Actor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Titles Sequence|Best First Screenplay,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Ensemble Cast,0,,0,,0,,0,,2007,8,17,5
2008,Quantum of Solace,tt0830515,PG-13,106,Action|Adventure,6.6,58,"James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.",341130,168370000,2008-11-14,1245,403,762,0,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,2,Best Special Visual Effects|Best Sound,0,,0,,0,,2,Best Action Movie|Best Song,0,,0,,0,,0,,0,,1,Contemporary Film,0,,0,,0,,0,,0,,2,Best Titles Sequence|Best Sound Effects Editing,0,,0,,0,,1,Favorite Song from a Soundtrack,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,11,14,5
2014,Godzilla,tt0831387,PG-13,123,Action|Adventure|Sci-Fi,6.5,62,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",309284,200660000,2014-05-16,1492,606,1246,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2014,5,16,5
2008,"Definitely, Maybe",tt0832266,PG-13,112,Comedy|Drama|Romance,7.2,59,A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,131038,31970000,2008-02-14,169,159,1428,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,2,14,4
2009,Underworld: Rise of the Lycans,tt0834001,R,92,Action|Adventure|Fantasy,6.6,44,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",125109,45800000,2009-01-23,176,166,961,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,1,23,5
2008,Step Brothers,tt0838283,R,98,Comedy,6.9,51,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,218338,100470000,2008-07-25,279,175,1423,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,7,25,5
2010,The Town,tt0840361,R,125,Crime|Drama|Thriller,7.6,74,"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down.",289057,92170000,2010-09-17,422,381,453,0,14,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,Best Performance by an Actor in a Supporting Role,0,,1,Best Performance by an Actor in a Supporting Role in a Motion Picture,0,,1,Best Supporting Actor,0,,1,Outstanding Performance by a Male Actor in a Supporting Role,0,,5,"Best Acting Ensemble|Best Picture|Best Action Movie|Best Screenplay, Adapted|Best Supporting Actor",0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,0,,1,Best Adapted Screenplay,0,,0,,0,,1,Best Supporting Actor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Adapted Screenplay|Best Supporting Actor,0,,0,,0,,0,,0,,0,,2010,9,17,5
