year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2004,The Passion of the Christ,tt0335345,R,127,Drama,7.1,47,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",183079,370780000,2004-02-25,2817,397,986,3,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,"Best Achievement in Makeup|Best Achievement in Music Written for Motion Pictures, Original Score|Best Achievement in Cinematography",0,,0,,0,,0,,0,,0,,0,,1,Best Popular Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Makeup and Hairstyling,0,,0,,1,Favorite Movie Drama,1,Favorite Movie Drama,0,,0,,0,,0,,2,Producer of the Year|Cinematographer of the Year,2,Producer of the Year|Cinematographer of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,2,25,3
2003,Something's Gotta Give,tt0337741,PG-13,128,Comedy|Drama|Romance,6.7,66,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,93684,124590000,2003-12-12,403,144,2451,1,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,Best Performance by an Actress in a Leading Role,1,Best Performance by an Actress in a Motion Picture - Comedy or Musical,2,Best Performance by an Actor in a Motion Picture - Comedy or Musical|Best Performance by an Actress in a Motion Picture - Comedy or Musical,0,,0,,0,,1,Outstanding Performance by a Female Actor in a Leading Role,0,,1,Best Actress,0,,0,,0,,0,,0,,1,Contemporary Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2003,12,12,5
2007,Live Free or Die Hard,tt0337978,PG-13,128,Action|Adventure|Thriller,7.2,69,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,342686,134520000,2007-06-27,784,352,1529,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2007,6,27,3
2004,Eternal Sunshine of the Spotless Mind,tt0338013,R,108,Drama|Fantasy|Romance,8.3,89,"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with.",696228,34130000,2004-03-19,1535,277,395,14,49,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,2,Best Performance by an Actress in a Leading Role|Best Original Screenplay,0,,4,Best Motion Picture - Comedy or Musical|Best Screenplay - Motion Picture|Best Performance by an Actress in a Motion Picture - Comedy or Musical|Best Performance by an Actor in a Motion Picture - Comedy or Musical,2,Best Editing|Best Screenplay - Original,6,|Best Performance by an Actress in a Leading Role|Best Performance by an Actor in a Leading Role|Best Film|Best Editing|Best Screenplay - Original,0,,1,Outstanding Performance by a Female Actor in a Leading Role,0,,3,Best Writer|Best Actress|Best Picture,0,,0,,0,,0,,0,,1,Contemporary Film,1,Best Original Screenplay,1,Best Original Screenplay,0,,1,Excellence in Contemporary Film,3,"Best Film Editing|Best Writing, Screenplay Written Directly for the Screen|Best Picture",11,"Best Official Film Website|Best Cinematic Moment|Best Music, Original Score|Best Director|Best Casting|Best Ensemble|Best Actress|Best Actor|Best Film Editing|Best Writing, Screenplay Written Directly for the Screen|Best Picture",5,Best Editing|Best Original Screenplay|Best Actress|Best Director|Best Picture,8,Best Original Score|Best Cinematography|Best Actor|Best Editing|Best Original Screenplay|Best Actress|Best Director|Best Picture,0,,2,Favorite On-Screen Chemistry|Favorite Motion Picture,2,British Actress of the Year|Screenwriter of the Year,4,Director of the Year|Film of the Year|British Actress of the Year|Screenwriter of the Year,0,,1,Best Edited Feature Film - Comedy or Musical,0,,0,,1,Best Movie of the Decade,1,Best Movie of the Decade,0,,0,,0,,1,Best Screenplay,0,,3,Best Screenplay|Best Actress|Best Film,0,,1,Best Screenplay,2004,3,19,5
2003,The Barbarian Invasions,tt0338135,R,99,Comedy|Crime|Drama,7.7,70,"During his final days, a dying man is reunited with old friends, former lovers, his ex-wife, and his estranged son.",25362,3430000,2004-03-05,166,134,,1,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,Best Original Screenplay|Best Foreign Language Film,0,,1,Best Foreign Language Film,0,,2,Best Film not in the English Language|Best Screenplay - Original,0,,0,,1,Best Foreign-Language Film,1,Best Foreign-Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,3,5,5
2003,Evil,tt0338309,Not Rated,113,Drama,7.8,61,"Erik is expelled from school for fighting. He ends up at a private boarding school where the senior students control the young ones. Erik finds a friend in Pierre, his room mate. The story ... See full summary И",30983,20000,2003-09-26,91,67,,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2003,9,26,5
2003,Paycheck,tt0338337,PG-13,119,Action|Mystery|Sci-Fi,6.3,43,"What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased.",91464,53790000,2003-12-25,349,194,2203,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2003,12,25,4
2004,The Polar Express,tt0338348,G,100,Animation|Adventure|Family,6.6,61,"A young boy embarks on a magical adventure to the North Pole on the Polar Express. During his adventure he learns about friendship, bravery, and the spirit of Christmas.",129570,580000,2004-11-10,453,183,3126,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,"Best Achievement in Sound Editing|Best Achievement in Sound Mixing|Best Achievement in Music Written for Motion Pictures, Original Song",0,,1,Best Original Song - Motion Picture,0,,1,Best Feature Film,0,,0,,0,,2,Best Animated Feature|Best Song,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Picture,0,,1,Best Animated Feature,0,,1,Favorite Animated Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,11,10,3
2004,Van Helsing,tt0338526,PG-13,131,Action|Adventure,6.0,35,The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.,202387,120030000,2004-05-07,1344,233,1261,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,5,7,5
2004,The Aviator,tt0338751,PG-13,170,Biography|Drama,7.5,77,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid-1940s.,272977,102610000,2004-12-25,806,266,664,22,66,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,11,Best Achievement in Sound Mixing|Best Original Screenplay|Best Achievement in Directing|Best Performance by an Actor in a Supporting Role|Best Performance by an Actor in a Leading Role|Best Motion Picture of the Year|Best Achievement in Costume Design|Best Achievement in Art Direction|Best Achievement in Film Editing|Best Achievement in Cinematography|Best Performance by an Actress in a Supporting Role,3,Best Motion Picture - Drama|Best Original Score - Motion Picture|Best Performance by an Actor in a Motion Picture - Drama,6,Best Screenplay - Motion Picture|Best Director - Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Motion Picture - Drama|Best Original Score - Motion Picture|Best Performance by an Actor in a Motion Picture - Drama,4,Best Make Up/Hair|Best Production Design|Best Performance by an Actress in a Supporting Role|Best Film,14,|Best Achievement in Special Visual Effects|Best Sound|Best Costume Design|Best Editing|Best Cinematography|Best Performance by an Actor in a Supporting Role|Best Performance by an Actor in a Leading Role|Best Screenplay - Original||Best Make Up/Hair|Best Production Design|Best Performance by an Actress in a Supporting Role|Best Film,1,Outstanding Performance by a Female Actor in a Supporting Role,3,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Female Actor in a Supporting Role,2,Best Composer|Best Director,6,Best Writer|Best Supporting Actress|Best Actor|Best Picture|Best Composer|Best Director,0,,1,Outstanding Directorial Achievement in Motion Pictures,1,Outstanding Producer of Theatrical Motion Pictures,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Period or Fantasy Film,0,,1,Best Original Screenplay,0,,1,Excellence in Period/Fantasy Film,5,Best Sound Mixing|Best Production Design|Best Director|Best Casting|Best Supporting Actress,16,"Best Visual Effects|Best Sound Effects Editing|Best Makeup and Hairstyling|Best Costume Design|Best Cinematography|Best Film Editing|Best Music, Original Score|Best Writing, Screenplay Written Directly for the Screen|Best Ensemble|Best Actor|Best Picture|Best Sound Mixing|Best Production Design|Best Director|Best Casting|Best Supporting Actress",1,Best Supporting Actress,6,Best Original Score|Best Editing|Best Cinematography|Best Actor|Best Director|Best Supporting Actress,0,,0,,1,Director of the Year,3,Actor of the Year|Film of the Year|Director of the Year,1,Best Edited Feature Film - Dramatic,1,Best Edited Feature Film - Dramatic,2,Screenwriter of the Year|Actor of the Year,2,Screenwriter of the Year|Actor of the Year,0,,0,,0,,0,,0,,1,Best Supporting Actress,0,,0,,1,Best Production Design,3,Best Director|Best Supporting Actress|Best Production Design,2004,12,25,6
2004,A Series of Unfortunate Events,tt0339291,PG,108,Adventure|Comedy|Family,6.8,62,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",164113,118630000,2004-12-17,600,186,5,5,10,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,"Best Achievement in Music Written for Motion Pictures, Original Score|Best Achievement in Costume Design|Best Achievement in Art Direction|Best Achievement in Makeup",0,,0,,0,,0,,0,,0,,0,,3,Best Family Film (Live Action)|Best Young Actress|Best Young Actor,0,,0,,0,,0,,1,Period or Fantasy Film,1,Period or Fantasy Film,0,,0,,1,Excellence in Period/Fantasy Film,1,Excellence in Period/Fantasy Film,2,Best Titles Sequence|Best Makeup and Hairstyling,4,Best Official Film Website|Best Production Design|Best Titles Sequence|Best Makeup and Hairstyling,0,,0,,0,,0,,0,,0,,0,,0,,1,Composer of the Year,1,Composer of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,12,17,5
2004,Being Julia,tt0340012,R,104,Comedy|Drama|Romance,7.1,65,"Set in '30s London, the film involves stage actors and their experiences with love and revenge.",10852,7740000,2005-02-18,112,93,4015,2,7,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,Best Performance by an Actress in a Leading Role,1,Best Performance by an Actress in a Motion Picture - Comedy or Musical,1,Best Performance by an Actress in a Motion Picture - Comedy or Musical,0,,0,,0,,1,Outstanding Performance by a Female Actor in a Leading Role,0,,1,Best Actress,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Actress of the Year,0,,0,,1,Actress of the Year,1,Actress of the Year,0,,0,,0,,0,,0,,1,Best Actress,0,,1,Best Actress,0,,0,,2005,2,18,5
2003,Monster,tt0340855,R,109,Biography|Crime|Drama,7.3,74,"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",108623,34470000,2004-01-30,538,184,638,4,10,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,1,Best Performance by an Actress in a Leading Role,1,Best Performance by an Actress in a Motion Picture - Drama,1,Best Performance by an Actress in a Motion Picture - Drama,0,,1,Best Performance by an Actress in a Leading Role,1,Outstanding Performance by a Female Actor in a Leading Role,1,Outstanding Performance by a Female Actor in a Leading Role,1,Best Actress,1,Best Actress,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Actress,2,Best Makeup and Hairstyling|Best Actress,0,,1,Best Actress,0,,0,,0,,1,Actress of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Actress,0,,1,Best Actress,2004,1,30,5
2004,50 First Dates,tt0343660,PG-13,99,Comedy|Romance,6.8,48,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the very next day.",273503,120780000,2004-02-13,459,146,1306,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite On-Screen Chemistry,1,Favorite On-Screen Chemistry,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,2,13,5
2006,The Good Shepherd,tt0343737,R,167,Drama|History|Thriller,6.7,61,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,88382,59900000,2006-12-22,482,195,2015,1,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Art Direction,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Period Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Screenwriter of the Year,1,Screenwriter of the Year,0,,0,,0,,0,,0,,1,Best Supporting Actor,0,,0,,0,,0,,2006,12,22,5
2004,"I, Robot",tt0343818,PG-13,115,Action|Mystery|Sci-Fi,7.1,59,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",402365,144800000,2004-07-16,790,225,1824,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,7,16,5
2004,A Very Long Engagement,tt0344510,R,133,Drama|Mystery|Romance,7.7,76,"Tells the story of a young woman's relentless search for her fiancЋ, who has disappeared from the trenches of the Somme during World War One.",63994,6170000,2005-01-14,241,186,4003,0,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Best Achievement in Art Direction|Best Achievement in Cinematography,0,,1,Best Foreign Language Film,0,,1,Best Film not in the English Language,0,,0,,0,,1,Best Foreign-Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Cinematography,0,,1,Best Foreign Language Film,0,,0,,0,,1,Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Cinematography|Best Foreign Language Film,0,,0,,0,,0,,2005,1,14,5
2004,Alexander,tt0346491,R,175,Action|Adventure|Biography,5.5,39,"Alexander, the King of Macedonia and one of the greatest military leaders in the history of warfare, conquers much of the known world.",141884,34290000,2004-11-24,1397,245,1620,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,11,24,3
2004,Howl's Moving Castle,tt0347149,PG,119,Animation|Adventure|Family,8.2,80,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",227522,4710000,2005-06-17,332,215,1044,4,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature Film of the Year,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Voice-Over Performance,2,Best Animated Picture|Best Voice-Over Performance,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,0,,1,Animation of the Year,1,Animation of the Year,0,,0,,0,,0,,0,,0,,1,Best Animated Film,1,Best Animated Film,1,Best Music,1,Best Music,2005,6,17,5
2006,Superman Returns,tt0348150,PG-13,154,Action|Adventure|Sci-Fi,6.1,72,"Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination.",244354,200070000,2006-06-28,2371,431,806,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Visual Effects,0,,0,,0,,1,Best Achievement in Special Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Fantasy Film,0,,0,,0,,0,,0,,1,Best Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2006,6,28,3
2005,Waiting...,tt0348333,R,94,Comedy,6.8,30,Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.,77646,16100000,2005-10-07,236,91,1801,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,10,7,5
2003,Cheaper by the Dozen,tt0349205,PG,98,Comedy|Family,5.8,46,"With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.",77474,138610000,2003-12-25,288,104,2238,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2003,12,25,4
2004,King Arthur,tt0349683,PG-13,126,Action|Adventure|Drama,6.3,46,A demystified take on the tale of King Arthur and the Knights of the Round Table.,139827,51880000,2004-07-07,891,171,852,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Breakthrough Actress,1,Breakthrough Actress,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,7,7,3
2004,Ocean's Twelve,tt0349903,PG-13,125,Crime|Thriller,6.5,58,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.,293417,125530000,2004-12-10,632,196,498,1,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Acting Ensemble,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Contemporary Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Casting Director of the Year,1,Casting Director of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,12,10,5
2004,Ray,tt0350258,PG-13,152,Biography|Drama|Music,7.7,73,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",113740,75305995,2004-10-29,436,207,3084,12,26,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,6,Best Achievement in Costume Design|Best Achievement in Film Editing|Best Achievement in Directing|Best Motion Picture of the Year|Best Achievement in Sound Mixing|Best Performance by an Actor in a Leading Role,1,Best Performance by an Actor in a Motion Picture - Comedy or Musical,2,Best Motion Picture - Comedy or Musical|Best Performance by an Actor in a Motion Picture - Comedy or Musical,2,Best Sound|Best Performance by an Actor in a Leading Role,4,Best Screenplay - Original||Best Sound|Best Performance by an Actor in a Leading Role,1,Outstanding Performance by a Male Actor in a Leading Role,2,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Leading Role,2,Best Soundtrack|Best Actor,4,Best Director|Best Picture|Best Soundtrack|Best Actor,0,,1,Outstanding Directorial Achievement in Motion Pictures,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Period/Fantasy Film,1,Best Actor,3,"Best Music, Adapted Song|Best Youth Performance|Best Actor",0,,2,Best Supporting Actress|Best Actor,0,,1,Favorite Movie Drama,1,Actor of the Year,1,Actor of the Year,1,Best Edited Feature Film - Comedy or Musical,1,Best Edited Feature Film - Comedy or Musical,1,Breakthrough Actor,1,Breakthrough Actor,0,,0,,0,,0,,2,Best Supporting Actress|Best Actor,2,Best Supporting Actress|Best Actor,0,,1,Best Actor,0,,0,,2004,10,29,5
2005,Madagascar,tt0351283,PG,86,Animation|Adventure|Comedy,6.9,57,"Spoiled by their upbringing and unaware of what wildlife really is, four animals from the New York Central Zoo escape, unwittingly assisted by four absconding penguins, and find themselves in Madagascar.",278169,193140000,2005-05-27,387,180,1595,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Feature,0,,1,Favorite Family Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,5,27,5
2002,The Twilight Samurai,tt0351817,,129,Drama|History,8.1,82,A 19th-century samurai tries to protect a battered wife.,18588,,2002-11-02,101,93,,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2002,11,2,6
2004,Walking Tall,tt0351977,PG-13,86,Action|Crime,6.2,44,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",54749,45860000,2004-04-02,224,117,1910,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,4,2,5
2005,Cinderella Man,tt0352248,PG-13,144,Biography|Drama|Sport,8.0,69,"The story of James Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",152076,61640000,2005-06-03,531,201,1967,4,15,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3,Best Achievement in Makeup|Best Achievement in Film Editing|Best Performance by an Actor in a Supporting Role,0,,2,Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Performance by an Actor in a Motion Picture - Drama,0,,1,Best Screenplay - Original,1,Outstanding Performance by a Male Actor in a Supporting Role,2,Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Male Actor in a Supporting Role,1,Best Supporting Actor,4,Best Director|Best Actor|Best Picture|Best Supporting Actor,0,,0,,0,,0,,0,,0,,0,,1,Best Original Screenplay,0,,0,,0,,1,Best Supporting Actor,0,,1,Best Supporting Actor,0,,0,,0,,1,British Supporting Actor of the Year,0,,0,,1,Screenwriter of the Year,1,Screenwriter of the Year,0,,0,,0,,0,,1,Best Supporting Actor,1,Best Supporting Actor,0,,0,,0,,0,,2005,6,3,5
2005,The Brothers Grimm,tt0355295,PG-13,118,Action|Adventure|Comedy,5.9,51,Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.,100722,37900000,2005-08-26,493,235,2273,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2005,8,26,5
